Date;Region/City-Eng;Region_ID;Day-Confirmed;Day-Deaths;Day-Recovered;Confirmed;Deaths;Recovered
26.01.2020;Diamond Princess;;3.0;0.0;0.0;3.0;0.0;0.0
31.01.2020;Tyumen region;72.0;1.0;0.0;0.0;1.0;0.0;0.0
31.01.2020;Zabaykalsky Krai;75.0;1.0;0.0;0.0;1.0;0.0;0.0
12.02.2020;Tyumen region;72.0;0.0;0.0;1.0;1.0;0.0;1.0
12.02.2020;Zabaykalsky Krai;75.0;0.0;0.0;1.0;1.0;0.0;1.0
03.02.2020;Moscow region;50.0;1.0;0.0;0.0;1.0;0.0;0.0
05.03.2020;St. Petersburg;78.0;1.0;0.0;0.0;1.0;0.0;0.0
06.03.2020;Moscow;77.0;5.0;0.0;0.0;5.0;0.0;0.0
06.03.2020;Nizhny Novgorod Region;52.0;1.0;0.0;0.0;1.0;0.0;0.0
06.03.2020;Diamond Princess;;0.0;0.0;3.0;3.0;0.0;3.0
07.03.2020;Moscow;77.0;0.0;0.0;1.0;5.0;0.0;1.0
07.03.2020;St. Petersburg;78.0;1.0;0.0;0.0;2.0;0.0;0.0
07.03.2020;Lipetsk region;48.0;3.0;0.0;0.0;3.0;0.0;0.0
08.03.2020;Moscow region;50.0;1.0;0.0;0.0;2.0;0.0;0.0
08.03.2020;Belgorod region;31.0;1.0;0.0;0.0;1.0;0.0;0.0
08.03.2020;Kaliningrad region;39.0;1.0;0.0;0.0;1.0;0.0;0.0
09.03.2020;Moscow;77.0;3.0;0.0;0.0;8.0;0.0;1.0
11.03.2020;Moscow;77.0;6.0;0.0;0.0;14.0;0.0;1.0
11.03.2020;Moscow region;50.0;2.0;0.0;0.0;4.0;0.0;0.0
12.03.2020;Moscow;77.0;4.0;0.0;0.0;18.0;0.0;1.0
12.03.2020;Kaliningrad region;39.0;1.0;0.0;0.0;2.0;0.0;0.0
12.03.2020;Krasnodar region;23.0;1.0;0.0;0.0;1.0;0.0;0.0
13.03.2020;Moscow;77.0;5.0;0.0;0.0;23.0;0.0;1.0
13.03.2020;Moscow region;50.0;1.0;0.0;0.0;5.0;0.0;0.0
13.03.2020;St. Petersburg;78.0;3.0;0.0;0.0;5.0;0.0;0.0
13.03.2020;Leningrad region;47.0;1.0;0.0;0.0;1.0;0.0;0.0
13.03.2020;Perm;59.0;1.0;0.0;0.0;1.0;0.0;0.0
14.03.2020;Moscow;77.0;9.0;0.0;0.0;32.0;0.0;1.0
14.03.2020;Moscow region;50.0;1.0;0.0;0.0;6.0;0.0;0.0
14.03.2020;St. Petersburg;78.0;1.0;0.0;0.0;6.0;0.0;0.0
14.03.2020;Kemerovo region;42.0;2.0;0.0;0.0;2.0;0.0;0.0
14.03.2020;Kaliningrad region;39.0;1.0;0.0;0.0;3.0;0.0;0.0
15.03.2020;Moscow region;50.0;3.0;0.0;0.0;9.0;0.0;0.0
15.03.2020;Tyumen region;72.0;1.0;0.0;0.0;2.0;0.0;1.0
16.03.2020;Moscow;77.0;20.0;0.0;0.0;52.0;0.0;1.0
16.03.2020;St. Petersburg;78.0;3.0;0.0;2.0;9.0;0.0;2.0
16.03.2020;Moscow region;50.0;1.0;0.0;0.0;10.0;0.0;0.0
16.03.2020;Samara Region;63.0;3.0;0.0;0.0;3.0;0.0;0.0
16.03.2020;Kirov region;43.0;1.0;0.0;0.0;1.0;0.0;0.0
16.03.2020;Perm;59.0;1.0;0.0;0.0;2.0;0.0;0.0
16.03.2020;Komi Republic;11.0;1.0;0.0;0.0;1.0;0.0;0.0
17.03.2020;Moscow;77.0;3.0;0.0;0.0;55.0;0.0;1.0
17.03.2020;Samara Region;63.0;2.0;0.0;0.0;5.0;0.0;0.0
17.03.2020;Kaliningrad region;39.0;2.0;0.0;0.0;5.0;0.0;0.0
17.03.2020;Tver region;69.0;2.0;0.0;0.0;2.0;0.0;0.0
17.03.2020;Moscow region;50.0;2.0;0.0;0.0;12.0;0.0;0.0
17.03.2020;Krasnoyarsk region;24.0;1.0;0.0;0.0;1.0;0.0;0.0
17.03.2020;Tambov Region;68.0;1.0;0.0;0.0;1.0;0.0;0.0
17.03.2020;Kaluga region;40.0;1.0;0.0;0.0;1.0;0.0;0.0
17.03.2020;Nizhny Novgorod Region;52.0;1.0;0.0;1.0;2.0;0.0;1.0
17.03.2020;Penza region;58.0;1.0;0.0;0.0;1.0;0.0;0.0
17.03.2020;Republic of Tatarstan;16.0;1.0;0.0;0.0;1.0;0.0;0.0
17.03.2020;The Republic of Khakassia;19.0;1.0;0.0;0.0;1.0;0.0;0.0
17.03.2020;Sverdlovsk region;66.0;1.0;0.0;0.0;1.0;0.0;0.0
17.03.2020;Arkhangelsk region;29.0;1.0;0.0;0.0;1.0;0.0;0.0
17.03.2020;Yaroslavl region;76.0;1.0;0.0;0.0;1.0;0.0;0.0
18.03.2020;Moscow;77.0;31.0;0.0;0.0;86.0;0.0;1.0
18.03.2020;Tomsk region;70.0;1.0;0.0;0.0;1.0;0.0;0.0
18.03.2020;Novosibirsk region;54.0;1.0;0.0;0.0;1.0;0.0;0.0
19.03.2020;Moscow;77.0;12.0;0.0;4.0;98.0;0.0;5.0
19.03.2020;Moscow region;50.0;5.0;0.0;1.0;17.0;0.0;1.0
19.03.2020;Sverdlovsk region;66.0;5.0;0.0;0.0;6.0;0.0;0.0
19.03.2020;Tula region;71.0;3.0;0.0;0.0;3.0;0.0;0.0
19.03.2020;Krasnoyarsk region;24.0;3.0;0.0;0.0;4.0;0.0;0.0
19.03.2020;Khabarovsk region;27.0;3.0;0.0;0.0;3.0;0.0;0.0
19.03.2020;Tambov Region;68.0;2.0;0.0;0.0;3.0;0.0;0.0
19.03.2020;Voronezh region;36.0;2.0;0.0;0.0;2.0;0.0;0.0
19.03.2020;Krasnodar region;23.0;2.0;0.0;0.0;3.0;0.0;0.0
19.03.2020;Kirov region;43.0;2.0;0.0;0.0;3.0;0.0;0.0
19.03.2020;Ivanovo region;37.0;1.0;0.0;0.0;1.0;0.0;0.0
19.03.2020;Ryazan Oblast;62.0;1.0;0.0;0.0;1.0;0.0;0.0
19.03.2020;Murmansk region;51.0;1.0;0.0;0.0;1.0;0.0;0.0
19.03.2020;Nizhny Novgorod Region;52.0;1.0;0.0;0.0;3.0;0.0;1.0
19.03.2020;Perm;59.0;1.0;0.0;0.0;3.0;0.0;0.0
19.03.2020;Novosibirsk region;54.0;1.0;0.0;0.0;2.0;0.0;0.0
19.03.2020;The Republic of Sakha (Yakutia);14.0;1.0;0.0;0.0;1.0;0.0;0.0
19.03.2020;Orenburg region;56.0;1.0;0.0;0.0;1.0;0.0;0.0
19.03.2020;Khanty-Mansiysk;86.0;1.0;0.0;0.0;1.0;0.0;0.0
19.03.2020;St. Petersburg;78.0;1.0;0.0;0.0;10.0;0.0;2.0
19.03.2020;Chuvash Republic;21.0;1.0;0.0;0.0;1.0;0.0;0.0
19.03.2020;Saratov region;64.0;1.0;0.0;0.0;1.0;0.0;0.0
19.03.2020;Tver region;69.0;1.0;0.0;0.0;3.0;0.0;0.0
19.03.2020;Lipetsk region;48.0;0.0;0.0;3.0;3.0;0.0;3.0
20.03.2020;Moscow;77.0;33.0;0.0;0.0;131.0;0.0;5.0
20.03.2020;The Republic of Sakha (Yakutia);14.0;6.0;0.0;0.0;7.0;0.0;0.0
20.03.2020;St. Petersburg;78.0;4.0;0.0;0.0;14.0;0.0;2.0
20.03.2020;Samara Region;63.0;4.0;0.0;0.0;9.0;0.0;0.0
20.03.2020;Kirov region;43.0;2.0;0.0;0.0;5.0;0.0;0.0
20.03.2020;Novosibirsk region;54.0;2.0;0.0;0.0;4.0;0.0;0.0
20.03.2020;Moscow region;50.0;1.0;0.0;0.0;18.0;0.0;1.0
20.03.2020;Ulyanovsk region;73.0;1.0;0.0;0.0;1.0;0.0;0.0
20.03.2020;Tyumen region;72.0;1.0;0.0;0.0;3.0;0.0;1.0
20.03.2020;Kaliningrad region;39.0;0.0;0.0;1.0;5.0;0.0;1.0
21.03.2020;Moscow region;50.0;17.0;0.0;0.0;35.0;0.0;1.0
21.03.2020;Moscow;77.0;6.0;0.0;3.0;137.0;0.0;8.0
21.03.2020;Republic of Tatarstan;16.0;5.0;0.0;0.0;6.0;0.0;0.0
21.03.2020;Nizhny Novgorod Region;52.0;4.0;0.0;0.0;7.0;0.0;1.0
21.03.2020;Sverdlovsk region;66.0;3.0;0.0;0.0;9.0;0.0;0.0
21.03.2020;Tula region;71.0;2.0;0.0;0.0;5.0;0.0;0.0
21.03.2020;Kaliningrad region;39.0;2.0;0.0;0.0;7.0;0.0;1.0
21.03.2020;St. Petersburg;78.0;2.0;0.0;0.0;16.0;0.0;2.0
21.03.2020;Kabardino-Balkar Republic;7.0;2.0;0.0;0.0;2.0;0.0;0.0
21.03.2020;Krasnodar region;23.0;2.0;0.0;0.0;5.0;0.0;0.0
21.03.2020;Ryazan Oblast;62.0;1.0;0.0;0.0;2.0;0.0;0.0
21.03.2020;Stavropol region;26.0;1.0;0.0;0.0;1.0;0.0;0.0
21.03.2020;Kurgan region;45.0;1.0;0.0;0.0;1.0;0.0;0.0
21.03.2020;Chelyabinsk region;74.0;1.0;0.0;0.0;1.0;0.0;0.0
21.03.2020;Khanty-Mansiysk;86.0;1.0;0.0;0.0;2.0;0.0;0.0
21.03.2020;Krasnoyarsk region;24.0;1.0;0.0;0.0;5.0;0.0;0.0
21.03.2020;Khabarovsk region;27.0;1.0;0.0;0.0;4.0;0.0;0.0
21.03.2020;Republic of Crimea;82.0;1.0;0.0;0.0;1.0;0.0;0.0
22.03.2020;Moscow;77.0;54.0;0.0;0.0;191.0;0.0;8.0
22.03.2020;Novgorod region;53.0;1.0;0.0;0.0;1.0;0.0;0.0
22.03.2020;Kirov region;43.0;2.0;0.0;0.0;7.0;0.0;0.0
22.03.2020;Arkhangelsk region;29.0;1.0;0.0;0.0;2.0;0.0;0.0
22.03.2020;Bryansk region;32.0;1.0;0.0;0.0;1.0;0.0;0.0
22.03.2020;Udmurt republic;18.0;2.0;0.0;0.0;2.0;0.0;0.0
23.03.2020;Moscow;77.0;71.0;0.0;1.0;262.0;0.0;9.0
23.03.2020;Moscow region;50.0;0.0;0.0;1.0;35.0;0.0;2.0
24.03.2020;Moscow;77.0;28.0;0.0;0.0;290.0;0.0;9.0
24.03.2020;St. Petersburg;78.0;5.0;0.0;0.0;21.0;0.0;2.0
24.03.2020;Voronezh region;36.0;4.0;0.0;0.0;6.0;0.0;0.0
24.03.2020;Sverdlovsk region;66.0;4.0;0.0;0.0;13.0;0.0;0.0
24.03.2020;Republic of Bashkortostan;2.0;3.0;0.0;0.0;3.0;0.0;0.0
24.03.2020;Lipetsk region;48.0;2.0;0.0;0.0;5.0;0.0;3.0
24.03.2020;Oryol Region;57.0;2.0;0.0;0.0;2.0;0.0;0.0
24.03.2020;Leningrad region;47.0;2.0;0.0;0.0;3.0;0.0;0.0
24.03.2020;Primorsky Krai;25.0;2.0;0.0;0.0;2.0;0.0;0.0
24.03.2020;Kaluga region;40.0;1.0;0.0;0.0;2.0;0.0;0.0
24.03.2020;Chechen Republic;95.0;1.0;0.0;0.0;1.0;0.0;0.0
24.03.2020;Volgograd region;34.0;1.0;0.0;0.0;1.0;0.0;0.0
24.03.2020;Republic of Tatarstan;16.0;1.0;0.0;0.0;7.0;0.0;0.0
24.03.2020;Samara Region;63.0;1.0;0.0;0.0;10.0;0.0;0.0
24.03.2020;Moscow region;50.0;0.0;0.0;1.0;35.0;0.0;3.0
24.03.2020;Kemerovo region;42.0;0.0;0.0;1.0;2.0;0.0;1.0
24.03.2020;Krasnoyarsk region;24.0;0.0;0.0;3.0;5.0;0.0;3.0
25.03.2020;Moscow;77.0;120.0;0.0;5.0;410.0;0.0;14.0
25.03.2020;Moscow region;50.0;6.0;0.0;0.0;41.0;0.0;3.0
25.03.2020;Republic of Crimea;82.0;6.0;0.0;0.0;7.0;0.0;0.0
25.03.2020;Pskov region;60.0;4.0;0.0;0.0;4.0;0.0;0.0
25.03.2020;Krasnodar region;23.0;4.0;0.0;0.0;9.0;0.0;0.0
25.03.2020;Orenburg region;56.0;3.0;0.0;0.0;4.0;0.0;0.0
25.03.2020;The Republic of Sakha (Yakutia);14.0;3.0;0.0;0.0;10.0;0.0;0.0
25.03.2020;Tula region;71.0;2.0;0.0;0.0;7.0;0.0;0.0
25.03.2020;Komi Republic;11.0;2.0;0.0;0.0;3.0;0.0;0.0
25.03.2020;Kabardino-Balkar Republic;7.0;2.0;0.0;0.0;4.0;0.0;0.0
25.03.2020;Perm;59.0;2.0;0.0;0.0;5.0;0.0;0.0
25.03.2020;Bryansk region;32.0;1.0;0.0;0.0;2.0;0.0;0.0
25.03.2020;Arkhangelsk region;29.0;1.0;0.0;0.0;3.0;0.0;0.0
25.03.2020;Kaliningrad region;39.0;1.0;0.0;1.0;8.0;0.0;2.0
25.03.2020;Stavropol region;26.0;1.0;0.0;0.0;2.0;0.0;0.0
25.03.2020;Rostov region;61.0;1.0;0.0;0.0;1.0;0.0;0.0
25.03.2020;Republic of Bashkortostan;2.0;1.0;0.0;0.0;4.0;0.0;0.0
25.03.2020;Nizhny Novgorod Region;52.0;1.0;0.0;0.0;8.0;0.0;1.0
25.03.2020;Penza region;58.0;1.0;0.0;0.0;2.0;0.0;0.0
25.03.2020;Chelyabinsk region;74.0;1.0;0.0;0.0;2.0;0.0;0.0
26.03.2020;Moscow;77.0;136.0;2.0;1.0;546.0;2.0;15.0
26.03.2020;Sverdlovsk region;66.0;7.0;0.0;0.0;20.0;0.0;0.0
26.03.2020;St. Petersburg;78.0;5.0;0.0;0.0;26.0;0.0;2.0
26.03.2020;Perm;59.0;5.0;0.0;0.0;10.0;0.0;0.0
26.03.2020;The Republic of Sakha (Yakutia);14.0;4.0;0.0;0.0;14.0;0.0;0.0
26.03.2020;Stavropol region;26.0;3.0;0.0;0.0;5.0;0.0;0.0
26.03.2020;Republic of Tatarstan;16.0;3.0;0.0;0.0;10.0;0.0;0.0
26.03.2020;Chelyabinsk region;74.0;3.0;0.0;0.0;5.0;0.0;0.0
26.03.2020;Krasnoyarsk region;24.0;3.0;0.0;0.0;8.0;0.0;3.0
26.03.2020;Pskov region;60.0;2.0;0.0;0.0;6.0;0.0;0.0
26.03.2020;Samara Region;63.0;2.0;0.0;0.0;12.0;0.0;0.0
26.03.2020;Khanty-Mansiysk;86.0;2.0;0.0;0.0;4.0;0.0;0.0
26.03.2020;The Republic of Buryatia;3.0;2.0;0.0;0.0;2.0;0.0;0.0
26.03.2020;The Republic of Khakassia;19.0;1.0;0.0;0.0;2.0;0.0;0.0
26.03.2020;Kemerovo region;42.0;1.0;0.0;0.0;3.0;0.0;1.0
26.03.2020;Novosibirsk region;54.0;1.0;0.0;0.0;5.0;0.0;0.0
26.03.2020;Tomsk region;70.0;1.0;0.0;0.0;2.0;0.0;0.0
26.03.2020;Khabarovsk region;27.0;1.0;0.0;0.0;5.0;0.0;0.0
26.03.2020;Moscow region;50.0;0.0;0.0;5.0;41.0;0.0;8.0
27.03.2020;Volgograd region;34.0;3.0;0.0;0.0;4.0;0.0;0.0
27.03.2020;Ivanovo region;37.0;1.0;0.0;0.0;2.0;0.0;0.0
27.03.2020;Kirov region;43.0;1.0;0.0;0.0;8.0;0.0;0.0
27.03.2020;Moscow;77.0;157.0;1.0;3.0;703.0;3.0;18.0
27.03.2020;Moscow region;50.0;8.0;0.0;1.0;49.0;0.0;9.0
27.03.2020;Oryol Region;57.0;1.0;0.0;0.0;3.0;0.0;0.0
27.03.2020;The Republic of Dagestan;5.0;1.0;0.0;0.0;1.0;0.0;0.0
27.03.2020;Republic of Crimea;82.0;7.0;0.0;0.0;14.0;0.0;0.0
27.03.2020;The Republic of Mordovia;13.0;2.0;0.0;0.0;2.0;0.0;0.0
27.03.2020;Republic of Tatarstan;16.0;1.0;0.0;1.0;11.0;0.0;1.0
27.03.2020;Rostov region;61.0;1.0;0.0;0.0;2.0;0.0;0.0
27.03.2020;Samara Region;63.0;2.0;0.0;0.0;14.0;0.0;0.0
27.03.2020;St. Petersburg;78.0;0.0;0.0;3.0;26.0;0.0;5.0
27.03.2020;Sevastopol;92.0;5.0;0.0;0.0;5.0;0.0;0.0
27.03.2020;Tula region;71.0;1.0;0.0;0.0;8.0;0.0;0.0
27.03.2020;Udmurt republic;18.0;2.0;0.0;0.0;4.0;0.0;0.0
27.03.2020;Chechen Republic;95.0;2.0;0.0;0.0;3.0;0.0;0.0
27.03.2020;Yaroslavl region;76.0;1.0;0.0;0.0;2.0;0.0;0.0
28.03.2020;Bryansk region;32.0;1.0;0.0;0.0;3.0;0.0;0.0
28.03.2020;Ivanovo region;37.0;5.0;0.0;0.0;7.0;0.0;0.0
28.03.2020;Kaliningrad region;39.0;3.0;0.0;0.0;11.0;0.0;2.0
28.03.2020;Kemerovo region;42.0;0.0;0.0;1.0;3.0;0.0;2.0
28.03.2020;Kirov region;43.0;0.0;0.0;2.0;8.0;0.0;2.0
28.03.2020;Kostroma region;44.0;1.0;0.0;0.0;1.0;0.0;0.0
28.03.2020;Krasnodar region;23.0;8.0;0.0;0.0;17.0;0.0;0.0
28.03.2020;Krasnoyarsk region;24.0;4.0;0.0;0.0;12.0;0.0;3.0
28.03.2020;Leningrad region;47.0;4.0;0.0;0.0;7.0;0.0;0.0
28.03.2020;Lipetsk region;48.0;3.0;0.0;0.0;8.0;0.0;3.0
28.03.2020;Moscow;77.0;114.0;0.0;0.0;817.0;3.0;18.0
28.03.2020;Moscow region;50.0;36.0;0.0;0.0;85.0;0.0;9.0
28.03.2020;Nizhny Novgorod Region;52.0;3.0;0.0;0.0;11.0;0.0;1.0
28.03.2020;Novosibirsk region;54.0;2.0;0.0;0.0;7.0;0.0;0.0
28.03.2020;Orenburg region;56.0;2.0;0.0;0.0;6.0;0.0;0.0
28.03.2020;Perm;59.0;1.0;0.0;0.0;11.0;0.0;0.0
28.03.2020;Republic of Adygea;1.0;1.0;0.0;0.0;1.0;0.0;0.0
28.03.2020;The Republic of Buryatia;3.0;6.0;0.0;0.0;8.0;0.0;0.0
28.03.2020;Republic of Crimea;82.0;1.0;0.0;0.0;15.0;0.0;0.0
28.03.2020;Republic of Tatarstan;16.0;3.0;0.0;0.0;14.0;0.0;1.0
28.03.2020;Samara Region;63.0;0.0;0.0;1.0;14.0;0.0;1.0
28.03.2020;St. Petersburg;78.0;11.0;0.0;0.0;37.0;0.0;5.0
28.03.2020;Saratov region;64.0;1.0;0.0;0.0;2.0;0.0;0.0
28.03.2020;Sakhalin region;65.0;4.0;0.0;0.0;4.0;0.0;0.0
28.03.2020;Sverdlovsk region;66.0;4.0;0.0;0.0;24.0;0.0;0.0
28.03.2020;Smolensk region;67.0;1.0;0.0;0.0;1.0;0.0;0.0
28.03.2020;Tver region;69.0;0.0;0.0;2.0;3.0;0.0;2.0
28.03.2020;Tula region;71.0;3.0;0.0;0.0;11.0;0.0;0.0
28.03.2020;Chelyabinsk region;74.0;4.0;0.0;0.0;9.0;0.0;0.0
28.03.2020;Chechen Republic;95.0;2.0;0.0;0.0;5.0;0.0;0.0
29.03.2020;Altai region;22.0;1.0;0.0;0.0;1.0;0.0;0.0
29.03.2020;Amurskaya Oblast;28.0;1.0;0.0;0.0;1.0;0.0;0.0
29.03.2020;Belgorod region;31.0;1.0;0.0;0.0;2.0;0.0;0.0
29.03.2020;Vologda Region;35.0;2.0;0.0;0.0;2.0;0.0;0.0
29.03.2020;Irkutsk region;38.0;1.0;0.0;0.0;1.0;0.0;0.0
29.03.2020;Kaliningrad region;39.0;0.0;0.0;0.0;11.0;0.0;2.0
29.03.2020;Kirov region;43.0;1.0;0.0;0.0;9.0;0.0;2.0
29.03.2020;Krasnodar region;23.0;0.0;0.0;1.0;17.0;0.0;1.0
29.03.2020;Leningrad region;47.0;2.0;0.0;0.0;9.0;0.0;0.0
29.03.2020;Lipetsk region;48.0;1.0;0.0;0.0;9.0;0.0;3.0
29.03.2020;Moscow;77.0;197.0;5.0;10.0;1014.0;8.0;28.0
29.03.2020;Moscow region;50.0;27.0;0.0;1.0;112.0;0.0;10.0
29.03.2020;Murmansk region;51.0;2.0;0.0;0.0;3.0;0.0;0.0
29.03.2020;Nizhny Novgorod Region;52.0;0.0;0.0;0.0;11.0;0.0;1.0
29.03.2020;Novgorod region;53.0;2.0;0.0;0.0;3.0;0.0;0.0
29.03.2020;Novosibirsk region;54.0;1.0;0.0;0.0;8.0;0.0;0.0
29.03.2020;Omsk region;55.0;3.0;0.0;0.0;3.0;0.0;0.0
29.03.2020;Orenburg region;56.0;0.0;1.0;0.0;6.0;1.0;0.0
29.03.2020;Penza region;58.0;5.0;0.0;0.0;7.0;0.0;0.0
29.03.2020;Pskov region;60.0;0.0;1.0;0.0;6.0;1.0;0.0
29.03.2020;Republic of Bashkortostan;2.0;1.0;0.0;0.0;5.0;0.0;0.0
29.03.2020;The Republic of Buryatia;3.0;5.0;0.0;0.0;13.0;0.0;0.0
29.03.2020;Mari El Republic;12.0;2.0;0.0;0.0;2.0;0.0;0.0
29.03.2020;The Republic of Mordovia;13.0;1.0;0.0;0.0;3.0;0.0;0.0
29.03.2020;The Republic of Khakassia;19.0;1.0;0.0;0.0;3.0;0.0;0.0
29.03.2020;Komi Republic;11.0;4.0;0.0;1.0;7.0;0.0;1.0
29.03.2020;Ryazan Oblast;62.0;1.0;0.0;0.0;3.0;0.0;0.0
29.03.2020;St. Petersburg;78.0;5.0;1.0;0.0;42.0;1.0;5.0
29.03.2020;Saratov region;64.0;2.0;0.0;0.0;4.0;0.0;0.0
29.03.2020;Sverdlovsk region;66.0;0.0;0.0;1.0;24.0;0.0;1.0
29.03.2020;Tambov Region;68.0;0.0;0.0;3.0;3.0;0.0;3.0
29.03.2020;Tomsk region;70.0;1.0;0.0;1.0;3.0;0.0;1.0
29.03.2020;Tyumen region;72.0;1.0;0.0;0.0;4.0;0.0;1.0
29.03.2020;Khabarovsk region;27.0;2.0;0.0;0.0;7.0;0.0;0.0
29.03.2020;Khanty-Mansiysk;86.0;1.0;0.0;0.0;5.0;0.0;0.0
29.03.2020;Chelyabinsk region;74.0;5.0;0.0;0.0;14.0;0.0;0.0
29.03.2020;Chechen Republic;95.0;4.0;0.0;0.0;9.0;0.0;0.0
29.03.2020;The Republic of Sakha (Yakutia);14.0;1.0;0.0;0.0;15.0;0.0;0.0
29.03.2020;Yaroslavl region;76.0;1.0;0.0;0.0;3.0;0.0;0.0
30.03.2020;Arkhangelsk region;29.0;4.0;0.0;0.0;7.0;0.0;0.0
30.03.2020;Astrakhan region;30.0;2.0;0.0;0.0;2.0;0.0;0.0
30.03.2020;Belgorod region;31.0;3.0;0.0;0.0;5.0;0.0;0.0
30.03.2020;Vladimir region;33.0;2.0;0.0;0.0;2.0;0.0;0.0
30.03.2020;Ivanovo region;37.0;2.0;0.0;0.0;9.0;0.0;0.0
30.03.2020;Irkutsk region;38.0;1.0;0.0;0.0;2.0;0.0;0.0
30.03.2020;Kabardino-Balkar Republic;7.0;2.0;0.0;0.0;6.0;0.0;0.0
30.03.2020;Kaliningrad region;39.0;1.0;0.0;0.0;12.0;0.0;2.0
30.03.2020;Kaluga region;40.0;1.0;0.0;0.0;3.0;0.0;0.0
30.03.2020;Kirov region;43.0;3.0;0.0;0.0;12.0;0.0;2.0
30.03.2020;Krasnoyarsk region;24.0;2.0;0.0;0.0;14.0;0.0;3.0
30.03.2020;Leningrad region;47.0;2.0;0.0;0.0;11.0;0.0;0.0
30.03.2020;Lipetsk region;48.0;1.0;0.0;0.0;10.0;0.0;3.0
30.03.2020;Moscow;77.0;212.0;0.0;0.0;1226.0;8.0;28.0
30.03.2020;Moscow region;50.0;7.0;0.0;4.0;119.0;0.0;14.0
30.03.2020;Murmansk region;51.0;2.0;0.0;1.0;5.0;0.0;1.0
30.03.2020;Nizhny Novgorod Region;52.0;0.0;0.0;0.0;11.0;0.0;1.0
30.03.2020;Novosibirsk region;54.0;1.0;0.0;0.0;9.0;0.0;0.0
30.03.2020;Orenburg region;56.0;1.0;0.0;0.0;7.0;1.0;0.0
30.03.2020;Perm;59.0;2.0;0.0;0.0;13.0;0.0;0.0
30.03.2020;Pskov region;60.0;3.0;0.0;0.0;9.0;1.0;0.0
30.03.2020;Republic of Adygea;1.0;3.0;0.0;0.0;4.0;0.0;0.0
30.03.2020;The Republic of Dagestan;5.0;3.0;0.0;0.0;4.0;0.0;0.0
30.03.2020;Republic of Kalmykia;8.0;1.0;0.0;0.0;1.0;0.0;0.0
30.03.2020;Komi Republic;11.0;15.0;0.0;0.0;22.0;0.0;1.0
30.03.2020;Ryazan Oblast;62.0;2.0;0.0;0.0;5.0;0.0;0.0
30.03.2020;St. Petersburg;78.0;8.0;1.0;0.0;50.0;2.0;5.0
30.03.2020;Stavropol region;26.0;1.0;0.0;0.0;6.0;0.0;0.0
30.03.2020;Tambov Region;68.0;0.0;0.0;0.0;3.0;0.0;2.0
30.03.2020;Tver region;69.0;1.0;0.0;0.0;4.0;0.0;2.0
30.03.2020;Tula region;71.0;1.0;0.0;0.0;12.0;0.0;0.0
30.03.2020;Chelyabinsk region;74.0;0.0;0.0;0.0;14.0;0.0;0.0
30.03.2020;Yaroslavl region;76.0;0.0;0.0;1.0;3.0;0.0;1.0
31.03.2020;Altai region;22.0;1.0;0.0;0.0;2.0;0.0;0.0
31.03.2020;Belgorod region;31.0;0.0;0.0;1.0;5.0;0.0;1.0
31.03.2020;Vladimir region;33.0;0.0;1.0;0.0;2.0;1.0;0.0
31.03.2020;Voronezh region;36.0;2.0;0.0;2.0;8.0;0.0;2.0
31.03.2020;Irkutsk region;38.0;1.0;0.0;0.0;3.0;0.0;0.0
31.03.2020;Kirov region;43.0;0.0;0.0;1.0;12.0;0.0;3.0
31.03.2020;Kostroma region;44.0;1.0;0.0;0.0;2.0;0.0;0.0
31.03.2020;Krasnodar region;23.0;0.0;0.0;1.0;17.0;0.0;2.0
31.03.2020;Krasnoyarsk region;24.0;0.0;0.0;1.0;14.0;0.0;4.0
31.03.2020;Kurgan region;45.0;0.0;0.0;1.0;1.0;0.0;1.0
31.03.2020;Leningrad region;47.0;3.0;0.0;1.0;14.0;0.0;1.0
31.03.2020;Magadan Region;49.0;1.0;0.0;0.0;1.0;0.0;0.0
31.03.2020;Moscow;77.0;387.0;3.0;42.0;1613.0;11.0;70.0
31.03.2020;Moscow region;50.0;0.0;1.0;0.0;119.0;1.0;14.0
31.03.2020;Murmansk region;51.0;6.0;0.0;0.0;11.0;0.0;1.0
31.03.2020;Nizhny Novgorod Region;52.0;1.0;0.0;0.0;12.0;0.0;1.0
31.03.2020;Penza region;58.0;5.0;1.0;0.0;12.0;1.0;0.0
31.03.2020;Primorsky Krai;25.0;2.0;0.0;1.0;4.0;0.0;1.0
31.03.2020;Pskov region;60.0;0.0;1.0;0.0;9.0;2.0;0.0
31.03.2020;Republic of Bashkortostan;2.0;2.0;0.0;0.0;7.0;0.0;0.0
31.03.2020;The Republic of Buryatia;3.0;6.0;0.0;0.0;19.0;0.0;0.0
31.03.2020;The Republic of Dagestan;5.0;9.0;0.0;0.0;13.0;0.0;0.0
31.03.2020;Republic of Kalmykia;8.0;1.0;0.0;0.0;2.0;0.0;0.0
31.03.2020;Republic of Crimea;82.0;1.0;0.0;0.0;16.0;0.0;0.0
31.03.2020;Republic of Tatarstan;16.0;5.0;0.0;0.0;19.0;0.0;1.0
31.03.2020;Rostov region;61.0;3.0;0.0;0.0;5.0;0.0;0.0
31.03.2020;Ryazan Oblast;62.0;0.0;0.0;0.0;5.0;0.0;0.0
31.03.2020;Samara Region;63.0;1.0;0.0;0.0;15.0;0.0;1.0
31.03.2020;St. Petersburg;78.0;48.0;0.0;2.0;98.0;2.0;7.0
